review,actual,predicted,probability,actual_sentiment,predicted_sentiment
a well made run of the mill movie with a tragic ending pluses the way the story moves begins with soorya struggling to live followed by a long flashback about why he s there the music a disinterested look at the life of policemen minuses the violence and the gore but i guess they add to the realistic effects still having people s heads chopped off and sent in boxes and sacks could have been avoided no complaints,1,0,0.4954605,Positive,Negative
i saw this film when it first came out in when i was a sophomore in high school i took a date to see it i didn t get any needless to say because the film was so bad joan rivers career never tanked as badly as it deserved after making this awful unfunny crap in fact unfunny isn t a severe enough term this film is anti funny you walk out feeling like any laughter that might have occurred was beaten out of you before it could happen this isn t worth watching out of curiosity or out of any sense of it being so bad it s good not even the gang at mst k could ve made this worth watching the fact that billy crystal s career survived this early suicide attempt is a miracle,0,1,0.5223357,Negative,Positive
one of the funniest most romantic and most musical movies ever definitely worth renting buying especially if you have a taste for older style of cinematography the animals and the songs alone will make you smile while watching the movie a definite must for madonna fans o,1,0,0.4954605,Positive,Negative
demon wind is about as much fun as breaking your legs it is definitely an awful example of a film so awful in fact that i don t even consider it a movie i describe it more as a thing a monstrous thing a thing that must be stopped at all costs my friends and i first discovered this thing buried under a big box of video tapes at my friend s house it was a late night and we had nothing better to do so we decided to watch some cheesy horror movies we unfortunately picked this one well during the minutes that this thing played we ended up laughing so hard that we almost threw up the thing is literally pointless in every sense of the word it s just a cheap poorly done rip off of evil dead the whole story seems to be nothing more than some guy wanting to knock off his friends by inviting them to an abandoned house and letting demons rip them to pieces i have a bet that the writers were actually writing the story while it was being filmed i ve seen bad horror movies before manos troll hobgoblins shudder i would have to say that demon wind could definitely contend with any and all of these films on terms of sheer stupidity watch it only if you enjoy laughing at stupid films fun fact this film is like a cockroach on steroids much like the ouija board every time we try to get rid of it it always seems to mysteriously reappear kind of scary huh,0,1,0.5223357,Negative,Positive
i didn t like underdog i mean it was really unnecessary and needed a big face lift and then it would have been maybe passable but for the main part i didn t like it this wasn t like any other kid movie its one of those movies that wanted parents who grew up watching the cartoon to come with there kids to come see this i am neither of them so the film didn t appeal to me in the slightest i had some problems with it like i don t think jason lee was the right voice for underdog it made it him sound sloppy and really unintelligent then it was really predictable which makes you feel tired and mad the humor was really what made me mad it was just to unfunny and somewhat pathetic the one thing that bothered me the most thought was how almost everything out of underdog s mouth was sarcastic or rude the acting was passable but needed a little improvement if you have kids they might enjoy it but if your not a kid by all means see it you might like it unlike me stars out of,0,1,0.5223357,Negative,Positive
fritz lang directed two great westerns western union and the return of frank james the frank james movie equals jesse james western union is one of randolph scott s great westerns i have never seen robert young in a western before he is terrific as the telegraph employee this is the only movie i can think of that is about the telegraph company opening up in the west it is a high geared story about the telegraph in the west a triangle love story and about loyalty the supporting cast is superb dean jagger who made a few westerns plays the telegraph manager virginia gilmore who plays mr jagger s sister is the love interest in the movie ms gilmore had a short career in movies she quit films in and became a drama coach she is primarily known as the first mrs yul brynner it is great to see slim summerville in a movie with mr scott again they were in two other great movies rebecca of sunnybrook farm and jesse james,1,0,0.49546057,Positive,Negative
we stumbled upon the documentary grey gardens last sunday and got sucked in without warning everyone who entered the room became transfixed on the television and the haunting images of edith and edie who seemed to be living out their lives in practically one room of a large filthy mansion on the beach eating ice cream and corn on the cob which was cooked on the bedside table and the cat urinating on edith s bed and her unbelievable words i thrive on it the smell we had not seen the beginning and wondered what we were watching and how these aristocratic women managed to get in the position they were in spellbinding a must see,1,0,0.4954605,Positive,Negative
i remember viewing this movie when i was a kid i recall it terrified me immensely and it stayed with me all these years i spent a couple of years trying to find it online didn t remember the title only the storyline after searching and searching i came across a vhs that was being sold on e bay i was excited and when it finally arrived i jammed it into the vcr and couldn t help but feel a bit nostalgic needless to say i was slightly disappointed this wasn t the movie i remember watching as a kid it was boring at times and i found beryl reid s incessant whinning extremely annoying both performances by reid and flora robson were good overall but the movie wasn t scary i think any movie is worth viewing to form you re own opinion but sometimes well,0,1,0.5223357,Negative,Positive
since their nasty divorce from the disney company with disney keeping the miramax brand the weinstein company seems to specialize in above average movies which are then under promoted and seen by few the flock is a prime example a story about the civil servants who have the nasty job of keeping track of registered sex offenders this picture will tell you more about sex criminals than an entire season of law and order svu richard gere gives his best ever performance as the soft spoken agent worn out by the task claire danes for once has the opportunity to get into a solid role instead of the junk she normally gets stuck in and she makes the most of playing the novice the cinematography pacing editing all of it is first rate and i saw no trace of the attention deficit disorder camera jump around or excess camera cuts that others complained about the subject is handled with restraint but it s still a tough subject and might make you sick fifty years ago there was almost no problem with the kinds of sex crimes herein shown in abundance which will shock even the jaded then came the supreme court decisions which simultaneously tied police hands as the rights of sex perverts were opened up and america was turned into a shopper s paradise for sexual perversity both willing and unwilling each such step was met with praise by liberals who celebrated the warren court s ill deeds with glossy covers on time and newsweek everyday liberals also praised the court s action and mocked those who disagree in how many americans know that the kind of pornography that depicts savage violence and torture of young women can be subscribed to and delivery of it is subsidized by the discount periodicals rate by the us post office just one part of the problem a problem that can tare anyone s family to shreds richard gere is a liberal but he gives his best in his performance here perhaps in his maturing age he s gained a measure of wisdom,1,0,0.4954605,Positive,Negative
to me this was more a wake up call and realization that most all we see hear read and think about most anything is dependent on what the media feeds us this is a classic example of high level spin doctors attempting to control the masses through controlled information it is also an excellent example of how people that have a constitution that they freely bought in to will not be swayed by this media control or any attempted mis information once again this shows that at the end of the day the needs of the many will in fact outweigh the needs of the few it is also enlightening to see that in in a country where there is no religious civil war going on that democracy is not a real hard thing to implement,1,0,0.4954605,Positive,Negative
most people who chase after movies featuring audrey tautou seem to not understand that amelie was a character it is not really audrey tautou s real life personality hence every movie she partakes in is not going to be amelie part part etc now with that said i too picked up this movie simply because audrey was in it yes it s true there is a big gap after the first scene where she isn t seen at all for maybe min but i didn t even miss her because i was having so much fun with the other characters the guy who lies about everything is too funny the guy who justifies people who run out of his cafe and skip out on the bill by finding coupons and such which balance out the loss actually getting into all the characters here could take quite a while but this is one of the best movies i ve seen in a while audrey tautou s character irene is not the overdone sugary girl that amelie was in fact as irene her rudeness to a bum asking for change caught me off guard at first in this film irene is a girl with good intentions but over the course of a very awful day her disposition becomes more and more sour and pessimistic what makes this film completely great is you have all these really interesting stories and plots building very entertaining to watch great scenery and shots very colorful and never too slow and all of the characters can actually act the best part of the movie comes with about minutes left this is when all of the plots start to mesh together and the ride really picks up and everything ties together and makes sense and the whole butterfly effect blossoms i swear it was the best minutes of film i ve seen in quite a while and the ending it made me think damn i really lucked out finding this movie the ending to this movie is top notch whoever wrote the script for this is brilliant because not only are there all these other subplots going on but to somehow make them all tie in together and in a sensible manner which is the case here but also to make each character feel human and come alive not just some stale persona used as a crutch to build up this whole butterfly effect very impressive i highly suggest this movie as it s a great film to watch anytime in any mood with any company or alone,1,0,0.4954605,Positive,Negative
the falcon the snowman offers some of the best acting from its two leads hutton in a brilliantly understated role calmly portrays the confusion and angst of a man who seemingly turns traitor for no other reason than as rebellion against his father penn as the co conspirator basically just along for the ride and drug money explosively turns in one of the strongest performances of his multi talented career,1,0,0.4954605,Positive,Negative
full house is a great show i am still today growing up on it i started watching it when i was and now i am and still watching it i fell in love with all of the characters especially stephanie she is my favorite she had such a sense of humor in case there are people on this sight that hardly watch the show you should because you will get hooked on it i became hooked on it after the first show i saw which just happened to be the first episode in it really is a good show i really think that this show should go down to many generations in families and it s great too because it is an appropriate show for all ages and for all parents it teaches kids lessons on how to go on with their life nothing terrible happens like violence or swearing it is just a really great sit com i give it out of stars what do you think oh and the best time to watch it is when you are home sick from school or even the old office it will make you feel a lot better trust me i am hardly home sick but i still know that it will make you feel better and to everybody that thinks the show is stupid well that s too bad for you because you won t get as far in life even if you are happy with your life you really should watch it and you will get hooked on it i am just telling you what happened to me and everybody else that started watching this awesome show well i need must go to have some lunch remember you must start watching full house and soon,1,0,0.4954605,Positive,Negative
was in the mood for a french film and saw this at blockbuster what a little gem it turned out to be not sure how i missed gregori derangere all these years but he is fantastic such innocence and grace i love his face and the way he moves isabelle adjani was hilarious reminded me of nicole kidman s over the top performance in moulin rouge she looks the same as years ago truly remarkable gerard depardieu has not held up nearly as well but his acting continues to amaze he s perfect in this film will probably buy this one i enjoyed it so much if you want to see another great french movie rent joyeux noel stunning,1,0,0.49546057,Positive,Negative
i was thrilled by the fresh pun intended synopsis of this film and looking forward to watch it the first few shots introduce some of the characters as well as the main location where the stories take place the gardening allotments the movie looks fantastic colorful yet simple magical yet genuine unfortunately it only takes a few minutes to figure out where the movie will go we quickly figure out this will be a manipulative sappy tale illustrating a bunch of jaded people set in their ways confronted by nice victimized refugees and that it will have a happy ending where the jaded people realize the error of their ways and accept these people the characters particularly the prejudiced ones are very comic booky in nature the story focuses mainly on two refugee families one of them is headed by a single mom played atrociously by diveen henry i am saddened to say that any emotion that might have been felt toward her struggles were defused by what was memorably bad acting the other story is much more interesting and focuses on a father and his two children all are scarred by their journey to this country by way of containers where the wife and mother died but it is the husband who suffers the most benedict wong gives a mind blowing performance here at first his emotions are very subdued but as the story develops he subtly makes us aware of the inner struggles of his character unfortunately the rest of the movie is just extremely boring there were so many possibilities with this movie there are several characters to keep track of many of which might have potential but none of it is realized even worse despite this movie being very much not hollywoodian some of the main plot threads are solved cheaply in a hollywood b grade way example character a likes character b character b rejects his advances no problem let s have character c declare her love for character a so we can all have a happy ending yawn i liked very much the plot thread of the asian family that was well done unfortunately the whole allotment business the communal aspect of it the dynamic involving a large cast are all under exploited what you re left with is a movie that has very little worth,0,1,0.5223357,Negative,Positive
young handsome muscular joe buck jon voight moves from texas to new york thinking he ll make a living by being a stud he gets there and finds out quickly that it isn t going to be easy he goes through one degrading experience after another at the end of his rope he hooks up with crippled sleazy ratso rizzo dustin hoffman together they try to survive and get out of the city and move to florida but will they make it very dark disturbing yet fascinating movie director john schelsinger paints a very grimy portrait of nyc and its inhabitants in that way it s dated the city may have been this bad in but it s cleaned up considerably by now he also uses every camera trick in the book color turning to black white trippy dream sequences flash forwards flash backs especially involving a rape shock cuts weird sound effects you name it it keeps you disoriented and off center but i couldn t stop watching there isn t much of a story it basically centers on the friendship between rizzo and buck there is an implication that they may have been lovers the final shot sort of shows that it s just a portrait of two damaged characters trying to survive in a cold cruel urban jungle this was originally rated x in the only reason being that the mpaa didn t think that parents would want their children to see this nevertheless it was a big hit with high schoolers back then x meant no one under it also has been the only x rated film ever to win an academy award as best picture hoffman and voight were up for acting awards as was mysteriously sylvia miles who was in the picture for a total of maybe minutes it was eventually lowered to an r with no cuts when it was reissued in also the excellent song everybody s talkin was introduced in this film and became a big hit a great film but very dark i m giving it a don t see it on commercial tv it s cut to ribbons and incomprehensible,1,0,0.4954605,Positive,Negative
this is a snuff movie i m shocked it is even considered to be in the imdb library and bill julia and all other professional actors involved should be ashamed to be part of this sick flick i thought i was going to view a somewhat classic horror film with a creative end that writers like to invent that usually make no sense when writing a horror film but as a viewer we try to rationalize and understand this ending was not creative it was sick and has all the earmarks of a snuff movie i am shocked it was edited to this ending and more shocked that it will be out for distribution by the end of june it should not be shown in a theater it is harmful to innocent minds on many levels watch the movie the ending and you will understand this statement plus included in the plot is a sweet little girl not yet her character says she is not in the snuff ending but she is an integral part of the movie why do directors feel they need to shock with a sick flick in order to get recognition the director is in the wrong line of work if she thinks this is an art film,0,1,0.5223357,Negative,Positive
