review,actual,predicted,probability,actual_sentiment,predicted_sentiment
since the characters begin with unknown identities they not identified by name so you start with handsome james caviezel waking up in a warehouse he finds out the place is locked up tight don t ask the windows are made with security glass and it s impossible to get out four other awakening men make it a quintet mr caviezel in his jean jacket barry pepper in a ranger shirt greg kinnear with a broken nose joe pantoliano as a chair bound man and jeremy sisto shot and handcuffed man oh man these five men have collective amnesia they think that three of them are kidnappers and two are victims but they don t know who is which or which is who the forgetfulness is due to a pipe leak don t ask it happens meanwhile on the outside lead lawman david selby as parker sends his cops to solve the kidnapping while one of the men s wives bridget moynahan as eliza coles frantically waits but criminal element s gang leader peter stormare in snakeskin boots is also on his way to the scene like the dvd synopsis says as secrets are revealed and clues unraveled the five men must race against time to figure out who is good and who is evil in order to stay alive this story reads a lot better than it looks on film unfortunately when the secrets are finally revealed and memories become clear there is no longer much interest in what has happened simply director simon brand has a great premise with matthew waynee s idea but they encumber light investment in the characters holding the short end of the stick unknown simon brand james caviezel barry pepper greg kinnear david selby,0,1,0.94547963,Negative,Positive
this is a snuff movie i m shocked it is even considered to be in the imdb library and bill julia and all other professional actors involved should be ashamed to be part of this sick flick i thought i was going to view a somewhat classic horror film with a creative end that writers like to invent that usually make no sense when writing a horror film but as a viewer we try to rationalize and understand this ending was not creative it was sick and has all the earmarks of a snuff movie i am shocked it was edited to this ending and more shocked that it will be out for distribution by the end of june it should not be shown in a theater it is harmful to innocent minds on many levels watch the movie the ending and you will understand this statement plus included in the plot is a sweet little girl not yet her character says she is not in the snuff ending but she is an integral part of the movie why do directors feel they need to shock with a sick flick in order to get recognition the director is in the wrong line of work if she thinks this is an art film,0,1,0.9171355,Negative,Positive
rented the movie as a joke my friends and i had so much fun laughing at it that i went and found a used copy and bought it for myself now when all my friends are looking for a funny movie i give them sasquatch hunters it needs to be said though there is a rule that was made that made the movie that much better no talking is allowed while the movie is on unless the words are sasquatch repeated in a chant i loved the credit at the end of the movie as well thanks for the jeep tom whoever tom is i say thank you because without your jeep the movie may not have been made in short a great movie if you are looking for something to laugh at if you want a good movie maybe look for something else but if you don t mind a laugh at the expense of a man in a monkey suit grab yourself a copy,1,0,0.051098663,Positive,Negative
sure if you ask any mom who s the most beautiful baby in the world she d tell you her son is the most amazing kid in the whole world she s right at least in her own world the producers of the movie were biggie s mother and his good friend puffy oh well do i need to say more i ll break it down for those who doesn t want to do a simple deduction the whole movie was fake you may just put a few biggie s mtv video together and call it a movie the beautiful angela bassett played biggie s mother the real one in life looks like a dog i just wonder why he called himself biggie small big body small dick big mouth small sound big fat small eyes disclaimer i m a person of color so keep your racist remark to yourself,0,1,0.977718,Negative,Positive
humour is a very individual thing and the audience at the sneak preview of the wog boy seemed to enjoy it more than i did i found it an anachronistic affair more representative of the old fashioned racial humour of the australian cinema of the s and s the boy meets girl plot never takes off because of a lack of chemistry between lucy bell and nick giannopoulos while i found laughs thin on the ground if you want to spend your money on this wait until it s on video,0,1,0.7004961,Negative,Positive
skip mccoy richard widmark pick pockets candy s jean peters wallet which contains an important microfiche that is intended for the communist cause she is being followed by federal agents that are waiting to pounce once she hands the microfiche over to her contact however skip steals the purse on the subway under everyone s noses and so starts a hunt for him by both the police and joey richard kiley and candy who want the microfiche back skip can only be traced through moe thelma ritter who sells information on criminals it is made clear to skip that what he has stolen is important and both sides want the film but he intends to hold out for a high price this leads to joey hunting after him and a conflict between joey and jean who has fallen in love with skip joey has a deadline to deliver the microfiche to his boss its a well acted film and it has a good beginning that gets you involved straight away its a bit unrealistic how jean peters immediately falls in love with widmark but this point is necessary as otherwise why would she later hold out from joey its a good film,1,0,0.12646899,Positive,Negative
well known comedians meekly admit they wish they could do real satire like bill hicks inbetween these pitiful testimonies we are treated to what an exceptionally talented comedian can achieve when he could otherwise be chasing fame and fortune he didn t get his own talk show but at least he was no one s puppet,1,0,0.2651004,Positive,Negative
it s a kinder gentler cyborg movie with a love story a it s not as bad as it sounds the action when it is there is decent and jack palance elias koteas and angelina jolie are always dependable it s the fact that this is a sequel to the terrible jean claude van damme film or is that the capper to the masters of the universe trilogy i m still confused about that either way there was really no need for this movie what was there a need for angelina jolie she may play an assassin robot that can explodes mid coitus but what a way to go and even though this is her first movie she still has the presence that made her an award winner,0,1,0.9965985,Negative,Positive
time and time again i ve stated that if people don t want remakes or sequels made they should stop seeing them and instead venture into the world of independent film having said that though the last time i saw an independent film myself must have been easily six months ago so here s a review for an indie that i had my attention drawn to on youtube the cure right away you can tell that the film is going for an avant garde film approach which is telegraphed in its use of extreme close ups scopophilia and fast editing it is proud of the way it looks and it has a right to be for the most part it is a very nicely composed little piece save for one inexcusable disregard for the degree rule and a comically bad gunshot effect which is a phenomenon that seems to be the calling card for self funded projects still despite these amateurish mistakes the majority of the shots are actually a pleasure to look at we re presented with a good use of props and locations good visual acting and some very atmospheric fluid editing which is made more commendable as this is definitely something you won t see very often at all from a youtube submission the plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening but what we are seeing here is avant garde storytelling at work you can t really expect a straightforward three act structure and if you do you might not be ready for this kind of movie where the film is unfortunately let down however is the sound what you re going to hear throughout is a distorted voice over which often sounds insincere and worse still is the continuous background music which goes through minimal change and doesn t add much to anything so much attention is paid to the visuals that the audio frankly sounds neglected and this becomes really apparent when you realize you ve just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention so give it a watch but do it with the sound turned off last thought was anyone else reminded of the cover for doug naylor s red dwarf novel last human early in the film if you have the book you know what i mean,1,0,0.118428044,Positive,Negative
the movie was a pleasure to watch if you are a fan of the stooges the story is told from the point of view of moe howard and his relationships with his brothers shemp and jerome curly howard also the life long friendship with larry fine the movie deals mostly with the off camera high points and pit falls of the stooges multi decade career the casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble the actor who plays curly howard did a fine job of portraying the on camera antics of the most beloved stooge a must see for any fan of three stooges shorts,0,1,0.99781066,Negative,Positive
good idea shame about the actual movie would of liked it to be a bit more scary and explain more about the characters and who exactly the evil woman was if she was torturing those kids why were they helping her kill and not helping others kill her its a bit of a come down from malcolm in the middle i think it would of benefited from being slightly longer and going into more detail with the characters although after about an hour i was wondering when it would end would of been better too if the actual characters that killed them were not computerise in reality it sort of made them crap looking and what happened to the frankie munitz character he fell into a bed of wild roses so should of been safe however the computer game showed him as game over ie dead next thing he appears with that irritating blonde lass to rescue the guy afraid of fire who i noticed had no qualms about flipping the lighter when demon lady was after him too many inconsistencies in this movie to really enjoy it however might make you think twice about playing that new computer game,0,1,0.56736034,Negative,Positive
the film opens with a peaceful shot of a traditional japanese house complete with thatched roof that sits on the side of a small hill and an on screen caption appears that reads kushiata kyoto japan a young japanese trainee samurai named masanori toshiya maruyama walks up the winding path to the house inside waits otami mako hattori with whom he is having an affair behind her husband shugoro s tsuiyuki sasaki as toshiyuki sasaki back who happens to be masanori s teacher shugoro unexpectedly arrives home to find his wife and student having very intimate relations with each other his honour destroyed the enraged samurai brutally murders both otami and masanori before committing suicide over a century later and ted fletcher edward albert arrives in japan on a working holiday with his wife laura susan george and their young daughter amy amy barrett their close friend alex curtis doug mcclure who works for the american consulate helps them out by finding them a place to stay you don t need me to you where he jokingly says it s going so cheap because it s haunted to which both ted and laura laugh off as they obviously don t believe in ghosts at least for the time being that is almost immediately the film goes into clich mode lights turn on and off by themselves laura has an uneasy feeling about the place and a local zen monk henry mitowa gives them an ominous warning for them to leave before it s too late which they ignore of course the spirits of otami masanori and shugoro were doomed for eternity to remain within the walls of the house because of a majyo witches tsuyako olajima curse put upon them but there may be a way they can break the curse unfortunately for the fletcher family it could potentially cost them their marriage daughter and possibly even their very lives directed by kevin connor i thought this was a pretty average film ok to watch once if you ve got nothing better to do but after a day or two you ll probably have completely forgotten it nothing sticks in the memory as being particularly bad but on the other hand there s nothing particularly good about the film either the script by robert suhosky from the novel by james hardiman is a little on the dull side and strictly by the numbers a lot of ghostly goings on happen throughout the film but none of it is very interesting or exciting and the flat characters and direction doesn t help things there are couple of silly sequences like the giant plastic crabs that try to get amy and her babysitter noriko mayumi umeda and there is a scene where the zen monk exorcises the house and the ghosts are banished outside unable to get back in however that is until ted simply opens the door and they just walk right back in some exorcism one more thing i think it was a bad idea to have doug mcclure who was when he made this try his hand at kung fu and oriental sword fighting george gets her ample breasts out a couple of times including a very unerotic sex scene with mcclure although great pains and a couple of bed sheets that stick to them like super glue were taken to ensure no below the waist nudity was present apart from a couple of mostly off screen decapitations there s no blood gore or violence to speak about the transparent ghost effects are ok but they ain t going to impress many people these days it s professionally enough made and looks quite nice but the potential in the japanese setting and myths is squandered as this film could have been set in america england or any western country without having to change a thing an ok time waster,0,1,0.6828536,Negative,Positive
i grew up watching the bowery boys on the weekends and even at young an age i could tell this was low rent stuff as the name implies still it was fun to watch satch hall get the better of muggs gorcey after muggs would beat the crap out him the east side kids stuff were never shown even though it was public domain stuff and probably cheap to run it was just to low a standard for kids to tune in even though we only had like channels to watch enter the year and i am repossesin about my childhood i can t find any bowery boys on dvd but i found the east side kids on disc and also on a public domain website thankfully i saved my dough and saw bowery blitz on the web for free and it really really blows now i can see there are some bowery boys and maybe monogram bad movie lovers here that gave this melodrama crap a of but c mon folks this ain t even trying to be funny it s an east side kids drama not a comedy so it s no good the best part was seeing muggs fight at the end he reminded me of my grade school days flayling away like a girl when i would get in a fight it was kinda abusin leonard maltin said in his mini bio that this flick is one of the better ones so you can just imagine the rest if you wanna see some halfway decent east side action see ghosts on the loose maybe but the bottom line is usually a comedy team starts out strong in their career and tapers off these mugs blew chucks early on then slowly picked it up until hall s antics dominated than they were at best still nd tier stuff way below the stooges who they imitate but amusing for those who grew up with them this feature won t bring back pleasant bowery boys memories and is best left to monogram fanatics,0,1,0.9266477,Negative,Positive
one would expect a movie with a famous comedian in the lead role to be a funny movie this is not the case here i laughed out loud once throughout the whole movie and that wasn t even during the final comedy scene which one would also expect to be the funniest this is one you can watch when it comes to tv don t spend any other money renting it,0,1,0.54757965,Negative,Positive
let me begin by saying that i adore the book and loved the a e miniseries i was hoping to love this film and i was absolutely willing to allow it a moderate degree of artistic license in interpreting and abbreviating the actual story however this film scarcely resembles the original book if only the names had been changed to protect the innocent i would have possibly enjoyed the movie as simply an entertaining if inaccurate period piece unfortunately putting the name mr darcy on a character who is emotional and weak giving the name elizabeth bennett to a reckless snippy often teary eyed hoyden who cares nothing for the rules of society and making mr bingley a wide eyed dimwit absolutely destroyed the idea that the director had ever read jane austen s original story there are some really stellar moments in this movie perhaps a total of minutes are truly excellent charlotte s explanation of why she accepted mr collins proposal begins beautifully she is years old quite near the hopeless spinster age in those times she is becoming a burden on her family and she is not romantic she only wants a comfortable home however the beautiful dialogue is ruined when she blubbers don t you judge me elizabeth don t you dare judge me and runs off in tears later you see charlotte kowtow to lady catherine de bourgh which was not at all in her character as described in the book another good moment is when darcy catches elizabeth in his home while she is touring the area with her aunt and uncle it was well done in the a e series but the film version with keira knightley made the audience feel acutely how very humiliating that moment must have been for elizabeth very nice the ending also illustrated a level of affection between elizabeth and darcy that was not shown as obviously in the miniseries i actually appreciated that scene simply because i like to see a happy ending rather than just know that it took place altogether though this movie eliminated the subtlety that was such an integral part of austen s pride and prejudice the characters speak in a jarring combination of austen s dialogue verbatim and modern phrases and colloquialisms information that was only alluded to or suggested in the original work is blatantly stated in this version yes time was a concern it s only a short movie yada yada but turning a complex beautiful book into a superficial love story is ridiculous some have commented that they loved the moment when darcy first sees elizabeth because it is so obviously a case of love at first sight love at first sight huh one of the best aspects of the book is that elizabeth is not supposed to be a traditional beauty and darcy comes to love her for her wit and liveliness he literally loves her for her mind this version also had a moment during darcy s first proposal when the two are yelling furiously at each other while leaning closer and closer and almost kissing but they suddenly step apart ugh what a sad clich they re angry and disgusted with each other but so attracted that it doesn t matter that at the time they don t even like each other ridiculous the characterizations were all so far removed from those described in the book that it really was like a different story mr bennet was dour elizabeth usually acted just as silly as her younger sisters charlotte was emotional somewhat unintelligent and desperate for a home of her own unlike the intelligent slightly scheming woman with an abundance of common sense who is portrayed in the novel jane and elizabeth s relationship is merely topical instead of the deep rooted love and admiration they are supposed to have for each other all this i could have accepted as merely poor interpretations of the novel but i refused to accept all that in addition to the many many historical inaccuracies miss bingley walked around scarcely clothed her dress looked like what the others would wear as tight undergarments elizabeth walked to netherfield with her hair down and allowed to fly all over the family lazed about one morning though mornings were supposed to be reserved for calling on acquaintances or being called on at your own home elizabeth walked outside barefoot in her nightgown and in a really appalling scene bingley walked into jane s bedroom and conversed with her and sounded like an idiot when she was ill most people would feel these are minor points but i simply wanted either a an historically accurate film or b an accurate representation of the characters in the novel the director writer whoever sacrificed accuracy subtlety and a good story for a trite tale of love at first sight i can concede that those who have not read the book or who are not familiar with the social conventions of the time could very easily like this movie and there is nothing wrong with that i simply couldn t overcome my desire to see a film that involved more than just two pretty faces,0,1,0.99963146,Negative,Positive
the fine cast cannot uplift this routine tale of a secretary murdered by her married paramour in fact there are more questions than answers in this one sided tale of romance and murder and since we are only provided with the prosecution s side none of these questions will be answered this is the type of fare that appeals to the he woman man hater clubs of america as presented it is the tale of an innocent woman who just happens to be caught up in a romance with a married high profile attorney is it possible that if she had not been two timing her boy friend and having an affair with a married man the whole nasty murderous sordid incident could have been avoided when you watch this don t worry about going to the fridge you won t miss anything,0,1,0.90424633,Negative,Positive
with a cheap pound shop having just opened i thought that it was worth looking to see if their were any cheap dvds that looked good and while the back of the cover made this sound like a jeepers creepers type of film it is actually an anthology film and thought one or two of the stories feel very familiar its still a fun light horror comedy the plots story one the classic a young couple feel the it is time that they should try to in prove their financial life by picking up a car but when the guy goes to pick a car a car starts to talk to him the car called banns says that to get everything that he has ever wanted in life that he must buy baans for so while the guys relationship crumbles baans does everything he can to show who really is in charge story two kitchen culture a guy that might get thrown out by his land lord due to how messy his flat is discovers that due to keeping a tuna pasta in his fridge for six months the it has now moulded and evolved into a green mouldy version of himself and while they start off as friends they end up having a big falling out the leads to a final battle to see if the real guy or his fridge clone will survive story three too good to be true a girl signs up with a dating agency and she gets matched with a guy the is perfect for her but she is unsure that the guy is too perfect and when she thinks that she sees him shut down she starts to get spooked view on the film the first thing that i have to mention is the rating for the film in england where it has been given an eighteen rating even thought it has no nudity swearing or blood at all and the other odd thing about all the stories is that they all have happy endings where the goodies win and while the first story is too close to the stephen king classic christine the second story is easily the highlight of the film with director tom parkinson making the nuttiness of the story feel like a low budget muppets episode final view on the film while it does have a bit of a remake feel their is enough wackiness to make this a good horror comedy,0,1,0.57830715,Negative,Positive
the war in the east as the germans referred to the ww soviet nazi conflict was a war of annihilation on the part of the germany of the german army were in the soviet union fighting their ultimate aim was to wipe out the so called sub human untermensch russian population and colonize the mainly empty country with german settlers after they had won read hitler s willing executioners here we have the german army presented as innocent victims and not as nazi mass murderers when are modern german film makers going to be honest and face up to the past better see the russian film come and see instead,0,1,0.71254027,Negative,Positive
may contain spoilers i was super excited to go see blood and chocolate with my friends i couldn t wait because the book is one of my favorites but as soon as the movie started i couldn t believe how different it was at first i was like okay so both of her parents are dead maybe it ll be okay but then came the rest of the movie by the time it was over i was furious nothing was correct but their names and the fact that vivian fell in love with aiden by the end of the book gabriel was my all time favorite and then the movie goes and turns him into a complete heartless idiot the movie also showed the shifters or werewolves as these vile evil creatures were as the book shows them as just wanting to fit in and keep their pack safe they would never kill humans for the fun of it if they wanted to make a movie like they did they should have given it a different title and named the characters different because then i would go out and watch it again and buy it but when i think about it all i can see is the bad you couldn t pay me to go see it again or buy it,0,1,0.74436444,Negative,Positive
this movie has not aged well maybe it s just the impact and artful characterization acting and directing that we ve seen with the sopranos but i just viewed prizzi s honor for the first time on dvd alone the experience of watching it with an audience years ago must have been quite different but i have to say i was just appalled at the ending not just the violence of it but the mere idea that somehow this would be a satisfying ending i enjoy a good shocker but this seemed so out of character also when was this move supposed to be set the cars all seemed like they were from the s and yet the world trade center towers completed in were clearly visible in many cityscape scenes another way in which the film has aged poorly is the mere idea that a passenger could travel coast to coast with a knife on his person somehow mid s audiences found this film charming and funny mid eighties meet the late oughts only of you can live,0,1,0.75076795,Negative,Positive
