review,actual,predicted,probability,actual_sentiment,predicted_sentiment
as a mother of young children who are or should i say have been growing up with the many reincarnations of scooby i feel well positioned to comment on the historical and current version of scooby if as a family we had not seen any episodes prior to shaggy and scooby get a clue we may have enjoyed it as a light weight nothing special saturday morning cartoon but that in essence is the problem it is in it s current format so light weight that it will not have the longevity of the old scooby and gang i m sure it may succeed in a quick monetary return but i m sure the long term buy in of old and young is in very real danger of being lost my year old son on seeing the new version was really disgruntled and without any prompting said that it looked really badly animated and why wasn t it anything like the last series where are you scrappy doo was an anomaly but still infinitely better than this let s hope get a clue will be apropos with reference to the producers,0,1,0.58174556,Negative,Positive
this early anime movie was a rather good film that i caught once on the science fiction channel when anime was actually popular here in america and not the ratings disaster that adult swim claims it is on the cartoon network i quite frankly think it has less to do with it being less popular and more with the fact people would rather now buy dvds are watch the episodes uncut on the internet this film though probably did not have all that many cuts and the voice work was okay for a dubbed movie though i would rather watch the original japanese version americans tend to use some rather annoying voices for children in anything dubbed this film features a young boy who boards a train called the galaxy express in the hopes that he can make it to a planet that has the technology to turn him into a robot he wishes to become a robot to avenge his mother who was brutally murdered at the hands of a robot who hunts humans for fun during the course of his adventures he becomes friends with the various workers aboard the train as well as a woman that resembles his deceased mother a beautiful woman named matel who as with most woman in anime movies has a secret that could either be really good for our young hero or really bad he goes from planet to planet too as the train makes various stops and he runs into a space pirate named captain harlock who apparently starred in his own animated cartoon series so basically the galaxy express takes place in that universe all in all a very good ride with a rather strange and unexpected ending there would be a sequel to this one but it was not quite as good as this one however the ending was a bit more final than it was here,1,0,0.3435461,Positive,Negative
dorothy provine does the opposite here she keeps growing and growing i didn t detect any subtext though the incredible shrinking man and other movies of its ilk during the period were parables about radiation nuclear war and other horrors provine s growth is the result of an inept computer robot and who operates this computer but lou costello i like some of his movies with bud abbott but though this is a pretty bad movie he does fine without him and gale green is an excellent foil green plays the pompous town big shot he is provine s father he is intent on being elected mayor so when his beloved daughter starts having issues he dumps her he doesn t exactly dump her but gives up his battle against her longtime admirer costello this is pretty implausible costello is the local garbage collector the special effects are minimal and the subplot involving the military is lame in the extreme,0,1,0.7130857,Negative,Positive
rented the movie as a joke my friends and i had so much fun laughing at it that i went and found a used copy and bought it for myself now when all my friends are looking for a funny movie i give them sasquatch hunters it needs to be said though there is a rule that was made that made the movie that much better no talking is allowed while the movie is on unless the words are sasquatch repeated in a chant i loved the credit at the end of the movie as well thanks for the jeep tom whoever tom is i say thank you because without your jeep the movie may not have been made in short a great movie if you are looking for something to laugh at if you want a good movie maybe look for something else but if you don t mind a laugh at the expense of a man in a monkey suit grab yourself a copy,1,0,0.47028875,Positive,Negative
sure if you ask any mom who s the most beautiful baby in the world she d tell you her son is the most amazing kid in the whole world she s right at least in her own world the producers of the movie were biggie s mother and his good friend puffy oh well do i need to say more i ll break it down for those who doesn t want to do a simple deduction the whole movie was fake you may just put a few biggie s mtv video together and call it a movie the beautiful angela bassett played biggie s mother the real one in life looks like a dog i just wonder why he called himself biggie small big body small dick big mouth small sound big fat small eyes disclaimer i m a person of color so keep your racist remark to yourself,0,1,0.6266099,Negative,Positive
well known comedians meekly admit they wish they could do real satire like bill hicks inbetween these pitiful testimonies we are treated to what an exceptionally talented comedian can achieve when he could otherwise be chasing fame and fortune he didn t get his own talk show but at least he was no one s puppet,1,0,0.16612251,Positive,Negative
it s a kinder gentler cyborg movie with a love story a it s not as bad as it sounds the action when it is there is decent and jack palance elias koteas and angelina jolie are always dependable it s the fact that this is a sequel to the terrible jean claude van damme film or is that the capper to the masters of the universe trilogy i m still confused about that either way there was really no need for this movie what was there a need for angelina jolie she may play an assassin robot that can explodes mid coitus but what a way to go and even though this is her first movie she still has the presence that made her an award winner,0,1,0.7222678,Negative,Positive
time and time again i ve stated that if people don t want remakes or sequels made they should stop seeing them and instead venture into the world of independent film having said that though the last time i saw an independent film myself must have been easily six months ago so here s a review for an indie that i had my attention drawn to on youtube the cure right away you can tell that the film is going for an avant garde film approach which is telegraphed in its use of extreme close ups scopophilia and fast editing it is proud of the way it looks and it has a right to be for the most part it is a very nicely composed little piece save for one inexcusable disregard for the degree rule and a comically bad gunshot effect which is a phenomenon that seems to be the calling card for self funded projects still despite these amateurish mistakes the majority of the shots are actually a pleasure to look at we re presented with a good use of props and locations good visual acting and some very atmospheric fluid editing which is made more commendable as this is definitely something you won t see very often at all from a youtube submission the plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening but what we are seeing here is avant garde storytelling at work you can t really expect a straightforward three act structure and if you do you might not be ready for this kind of movie where the film is unfortunately let down however is the sound what you re going to hear throughout is a distorted voice over which often sounds insincere and worse still is the continuous background music which goes through minimal change and doesn t add much to anything so much attention is paid to the visuals that the audio frankly sounds neglected and this becomes really apparent when you realize you ve just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention so give it a watch but do it with the sound turned off last thought was anyone else reminded of the cover for doug naylor s red dwarf novel last human early in the film if you have the book you know what i mean,1,0,0.25628585,Positive,Negative
the movie was a pleasure to watch if you are a fan of the stooges the story is told from the point of view of moe howard and his relationships with his brothers shemp and jerome curly howard also the life long friendship with larry fine the movie deals mostly with the off camera high points and pit falls of the stooges multi decade career the casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble the actor who plays curly howard did a fine job of portraying the on camera antics of the most beloved stooge a must see for any fan of three stooges shorts,0,1,0.91089463,Negative,Positive
this movie is a piece of the time in which it was made realistic movies were not candy coated during the late s and early s the producers did not try to create some happy ending that didn t exist the lack of a happy ending would create agitation in the audience that hopefully would spur them on to action at least that s how it seemed at the time in today s movie world this movie would probably not be done there would definitely not be this ending however realistic the sad fact is that the movie depicted a situation which could not be improved upon without action from the improvement of the relationship between the white southern traditional thinking and the progressive movements of that time,1,0,0.41017616,Positive,Negative
no not the administration of gwb the decider strutter smirker but the mini series monarch cove lifetime must have realized what a dog this was because the series was burned off two episodes at a time most of them broadcast between p m friday nights and a m saturday mornings as to why i watched the whole thing i can only plead to weekly sudden convulsive attacks of masochism most of the cast are unknowns who are likely to remain unknown the only two recognizable names are shirley jones and rachel ward who turn in the only decent performances jones doesn t make it through the entire series lucky woman ward by the way is aging quite well since her thorn birds days the one main thread to the plot who murdered the father of the heroine who is wrongly convicted of dad s murder but is freed after six years in the slammer is stretched out for so long and concluded so hastily that you won t especially care who dun it there is a great deal of steamy sex several murders and all sorts of rude behavior virtually none of which is either interesting or credible most of the cast is not particularly attractive and definitely not talented the writing and direction is on a par with the cast if you stick around to the end the post card is a very minor hoot consider yourself warned,0,1,0.57529265,Negative,Positive
it was a very well written movie and the actors had a very exquisite way of portraying all the character but as the movie came to an end i felt as if there was more but they forgot to put it on the dvd maybe they are planning on making a sequel well even if they don t it s a good movie and a good rental but even a better purchase,1,0,0.4745495,Positive,Negative
this movie was difficult for me to watch stan looked very old and ill compared to what i remembered and ollie was heavier than i ever recall in another film most difficult though were gaps in the script production where i found myself wondering how did they get from here to there it took nearly half the film before i could deal with the dubbing of non american actors that was also a distraction although i miss great actors such as laurel and hardy will there ever be great actors like those of the old studio era this film helps me understand why actors sometimes bow out in their prime,0,1,0.5130958,Negative,Positive
the broken is part of the after dark horrorfest iii not a slasher or filled with gore plenty of broken glass and mirrors in this edgy thriller from france and writer director sean ellis a successful radiologist gina mcvay lena headly inters a strange world as her life seems to spiral out of control while attending her father s richard jenkins birthday party the guests are stunned when a mirror crashes to the floor for no obvious reason things get really strange when she witnesses a woman that is the spitting image of herself driving down a london street in a car identical to her own gina sneaks to her doppelganger s apartment and finds a photo of herself with her father she drives away and is involved in a head on collision then mysteriously her boyfriend is not the same to be exact family and friends are not easy for her to trust is gina beside herself is she in a parallel world her nightmares become more horrific is she broken kudos if you can figure this one out it won t be easy editing couldn t be any tighter lighting is questionable other players melvil poupard william armstrong michelle duncan and ulrich thomsen,0,1,0.61038244,Negative,Positive
let me begin by saying that i adore the book and loved the a e miniseries i was hoping to love this film and i was absolutely willing to allow it a moderate degree of artistic license in interpreting and abbreviating the actual story however this film scarcely resembles the original book if only the names had been changed to protect the innocent i would have possibly enjoyed the movie as simply an entertaining if inaccurate period piece unfortunately putting the name mr darcy on a character who is emotional and weak giving the name elizabeth bennett to a reckless snippy often teary eyed hoyden who cares nothing for the rules of society and making mr bingley a wide eyed dimwit absolutely destroyed the idea that the director had ever read jane austen s original story there are some really stellar moments in this movie perhaps a total of minutes are truly excellent charlotte s explanation of why she accepted mr collins proposal begins beautifully she is years old quite near the hopeless spinster age in those times she is becoming a burden on her family and she is not romantic she only wants a comfortable home however the beautiful dialogue is ruined when she blubbers don t you judge me elizabeth don t you dare judge me and runs off in tears later you see charlotte kowtow to lady catherine de bourgh which was not at all in her character as described in the book another good moment is when darcy catches elizabeth in his home while she is touring the area with her aunt and uncle it was well done in the a e series but the film version with keira knightley made the audience feel acutely how very humiliating that moment must have been for elizabeth very nice the ending also illustrated a level of affection between elizabeth and darcy that was not shown as obviously in the miniseries i actually appreciated that scene simply because i like to see a happy ending rather than just know that it took place altogether though this movie eliminated the subtlety that was such an integral part of austen s pride and prejudice the characters speak in a jarring combination of austen s dialogue verbatim and modern phrases and colloquialisms information that was only alluded to or suggested in the original work is blatantly stated in this version yes time was a concern it s only a short movie yada yada but turning a complex beautiful book into a superficial love story is ridiculous some have commented that they loved the moment when darcy first sees elizabeth because it is so obviously a case of love at first sight love at first sight huh one of the best aspects of the book is that elizabeth is not supposed to be a traditional beauty and darcy comes to love her for her wit and liveliness he literally loves her for her mind this version also had a moment during darcy s first proposal when the two are yelling furiously at each other while leaning closer and closer and almost kissing but they suddenly step apart ugh what a sad clich they re angry and disgusted with each other but so attracted that it doesn t matter that at the time they don t even like each other ridiculous the characterizations were all so far removed from those described in the book that it really was like a different story mr bennet was dour elizabeth usually acted just as silly as her younger sisters charlotte was emotional somewhat unintelligent and desperate for a home of her own unlike the intelligent slightly scheming woman with an abundance of common sense who is portrayed in the novel jane and elizabeth s relationship is merely topical instead of the deep rooted love and admiration they are supposed to have for each other all this i could have accepted as merely poor interpretations of the novel but i refused to accept all that in addition to the many many historical inaccuracies miss bingley walked around scarcely clothed her dress looked like what the others would wear as tight undergarments elizabeth walked to netherfield with her hair down and allowed to fly all over the family lazed about one morning though mornings were supposed to be reserved for calling on acquaintances or being called on at your own home elizabeth walked outside barefoot in her nightgown and in a really appalling scene bingley walked into jane s bedroom and conversed with her and sounded like an idiot when she was ill most people would feel these are minor points but i simply wanted either a an historically accurate film or b an accurate representation of the characters in the novel the director writer whoever sacrificed accuracy subtlety and a good story for a trite tale of love at first sight i can concede that those who have not read the book or who are not familiar with the social conventions of the time could very easily like this movie and there is nothing wrong with that i simply couldn t overcome my desire to see a film that involved more than just two pretty faces,0,1,0.9248963,Negative,Positive
the fine cast cannot uplift this routine tale of a secretary murdered by her married paramour in fact there are more questions than answers in this one sided tale of romance and murder and since we are only provided with the prosecution s side none of these questions will be answered this is the type of fare that appeals to the he woman man hater clubs of america as presented it is the tale of an innocent woman who just happens to be caught up in a romance with a married high profile attorney is it possible that if she had not been two timing her boy friend and having an affair with a married man the whole nasty murderous sordid incident could have been avoided when you watch this don t worry about going to the fridge you won t miss anything,0,1,0.6600493,Negative,Positive
with a cheap pound shop having just opened i thought that it was worth looking to see if their were any cheap dvds that looked good and while the back of the cover made this sound like a jeepers creepers type of film it is actually an anthology film and thought one or two of the stories feel very familiar its still a fun light horror comedy the plots story one the classic a young couple feel the it is time that they should try to in prove their financial life by picking up a car but when the guy goes to pick a car a car starts to talk to him the car called banns says that to get everything that he has ever wanted in life that he must buy baans for so while the guys relationship crumbles baans does everything he can to show who really is in charge story two kitchen culture a guy that might get thrown out by his land lord due to how messy his flat is discovers that due to keeping a tuna pasta in his fridge for six months the it has now moulded and evolved into a green mouldy version of himself and while they start off as friends they end up having a big falling out the leads to a final battle to see if the real guy or his fridge clone will survive story three too good to be true a girl signs up with a dating agency and she gets matched with a guy the is perfect for her but she is unsure that the guy is too perfect and when she thinks that she sees him shut down she starts to get spooked view on the film the first thing that i have to mention is the rating for the film in england where it has been given an eighteen rating even thought it has no nudity swearing or blood at all and the other odd thing about all the stories is that they all have happy endings where the goodies win and while the first story is too close to the stephen king classic christine the second story is easily the highlight of the film with director tom parkinson making the nuttiness of the story feel like a low budget muppets episode final view on the film while it does have a bit of a remake feel their is enough wackiness to make this a good horror comedy,0,1,0.99247617,Negative,Positive
the war in the east as the germans referred to the ww soviet nazi conflict was a war of annihilation on the part of the germany of the german army were in the soviet union fighting their ultimate aim was to wipe out the so called sub human untermensch russian population and colonize the mainly empty country with german settlers after they had won read hitler s willing executioners here we have the german army presented as innocent victims and not as nazi mass murderers when are modern german film makers going to be honest and face up to the past better see the russian film come and see instead,0,1,0.80451447,Negative,Positive
when we are young we all pick out an ideal occupation for ourselves artist actor writer rocket scientist etc while most of us grow out of our pipe dreams the main character of american movie mark has yet to let go of his and at a thirty something age too to become a wealthy acclaimed director despite the fact that murphy s law won t leave mark alone and something always seems to go wrong mark is able to persevere during each deterring incident with an even greater drive to reach his goals his desire to be a director so controls his character that he sees any person or thing in his life as something to exploit to reach the goal while i noticed other imdb commenters are lambasting mark s selfishness i think it s an almost justified sort of selfishness because for mark not becoming a famous director is equivalent to death he talks incessantly about leaving some kind of mark on the world and he sees filmmaking as a way to do this unfortunately any viewer of this movie picks up early on the fact that mark has a near zero chance of ever achieving his dream is he aware of this no not in the slightest and none of his family or friends want to let him in on the secret in fact even some of them believe in him strangely enough though the disappointing future the viewer feels is sure to occur for mark doesn t impede the ability to find humor in the film this is a very very funny documentary most of the laughs come from when mark is filming scenes for coven there s a scene where an actor has to have his head break a cupboard and it s just not working another scene has mark s very old uncle bill saying a few lines to the camera needless to say after takes of a lot of headscratching and line stumbling bill finally decides he s had enough a lot of humor sadly comes from mark himself his screenwriting which he seems to think is worthy of a pulitzer is laughingly bad it s alright it s ok there is something to live for jesus told me so american movie is contrary to what people might think a documentary that anyone can enjoy even though my sister who watched some scenes seemed to think it was downright bizarre the fact that chris smith can successfully bring to the screen a film that inspires both sadness from mark s depressing lifestyle to hilarity with scenes with bill who unfortunately passed away before the film was released says quite a lot about him i wonder how the dreamer mark regards this documentary does he realize that it casts him in a bad light or that it sets up to show him as a fool in many scenes of the film or does he see it as something that will be shown prior to his own a e biography segment it s an intriguing subject of wonder and i hope the latter comes true for him some day i highly recommend this movie,1,0,0.07135759,Positive,Negative
no one is going to mistake the squall for a good movie but it sure is a memorable one once you ve taken in myrna loy s performance as nubi the hot blooded gypsy girl you re not likely to forget the experience when this film was made the exotically beautiful miss loy was still being cast as foreign vixens often asian and usually sinister she s certainly an eyeful here it appears that her skin was darkened and her hair was curled in most scenes she s barefoot and wearing little more than a skirt and a loose fitting peasant blouse while in one scene she wears nothing but a patterned towel i suppose i m focusing on miss loy s appearance because she is by far the best if not the only reason to tune in to this creaky antique and to keep watching you sure won t be attracted by the dialogue which is hopeless in one typical passage nubi gazes out the window at the departing caravan and waxes poetic always the gypsies they sing weird and sad when the big sun have breath of fire that burn and when the pale moon look from behind cloud and breathe air cold as death they sing poetic or what lovers of purple prose will have a field day i can t help but wonder though if in her later years miss loy preferred not to recall her involvement with this project like so many early talkies this one was an adaptation of a recent broadway success the stage version opened at the th street theatre in november of and ran for over a year the play provoked a famous episode involving the humorist and theater critic robert benchley who was known to have an aversion to characters who spoke in thick dialect or pidgin english according to a much repeated anecdote mr benchley squirmed uncomfortably through the opening portion of this show the spanish village setting moved to a village in hungary for the movie for some reason gave the actors leeway to practice their accents with varying degrees of success but benchley s patience reached its limit when during a family dinner sequence a door burst open and an actress dressed as a gypsy girl dashed into the room shouting help help he keel me she then threw herself at the feet of the mistress of the household and exclaimed me nubi me good girl me stay here at that point mr benchley rose and announced to his companion me bobby me bad boy me go now and left the theater the film version offers numerous examples of unintended humor but never comes close to benchley s level of wit the melodramatic plot concerns the lajos family father josef mother maria and son paul a student at the nearby college we would consider this prosperous family upper middle class as they are landowners with servants and all the comforts of life but their comfortable existence is abruptly thrown into turmoil when a gypsy caravan arrives in the village and their home is invaded by yes nubi the nubile gypsy girl she arrives at their door during the storm of the title symbolizing stormy emotions i daresay the girl is fleeing an abusive relationship and begs for sanctuary after considering the matter the lajos family agrees to hide her from her angry lover who shows up shortly afterward but is turned away nubi becomes a servant in the household kindness motivates the family s decision to take her in but soon enough that conniving little good for nothing nubi has paid them back by seducing every able bodied male in the vicinity starting with the lajos servant peter then working her way up to son paul nubi breaks up paul s relationship with his fianc irma played by loretta young still a teenager causes him to flunk out of school and then prompts him to buy her jewelry by stealing the savings of the family s maid lena zasu pitts lena for her part is still mourning the loss of her own fianc peter seduced and tossed aside by nubi when she turned her attentions to paul ultimately nubi sets her sights on the pater familias josef and i suppose if the running time had been longer she also would ve gone after uncle dani maria the village priest and god knows who else i guess it goes without saying that a scenario like this one easily lends itself to parody but during its first half the squall nonetheless exerts the undeniable fascination of a daytime soap we watch hypnotized as the bad girl works her spell on the men folk and wreaks havoc like an irresistible force of nature almost like a storm ah haa another metaphor but as the plot machinations grind on the campy fun fades during the later scenes nubi is de emphasized and the focus switches to the dysfunctional dynamics of the lajos family and after awhile these people get to be a real drag the son in particular behaves like an absolute heel yet the parents never acknowledge this or face up to their own shortcomings everything we re told is the fault of nubi that no good tramp the men of the cast are dull aside from miss loy the only actress who can handle performing in talkies is zasu pitts terrific as usual the mother of the lajos household is played by alice joyce a longtime silent star who was out of her element with speaking roles and who retired soon after this loretta young s fresh prettiness provides a nice contrast to nubi s dusky allure but her line readings are so awkward it s kind of endearing no there s only one reason to watch this flick and that s nubi herself i can t think of another actress who could ve played this silly role and managed to come off half as well i m not an objective observer however i have a desperate crush on myrna loy and will watch her in anything even the squall,0,1,0.83502966,Negative,Positive
ok clara bow silent film from it s a spin off of rain with bow playing the half hawaiian wild daughter of the local pineapple king who falls in love with the staid english engineer clive brook bow competes with the local widow arlette marchal for his attentions but both women get a big surprise when his wife shows up patricia dupont the predatory wife is ready for a divorce until she discovers he might be on the verge of a fortune bow settles her hash fast bow has personality to spare and has a few great scenes her opening nude bath her hula in a grass skirt and the dog rescue scene with bow and brook doing their own stunts note the imdb credit list is wrong the film credits from the dvd i have list patricia dupont as playing mrs haldane not margaret truax as listed on imdb,1,0,0.20569582,Positive,Negative
