review,actual,predicted,probability,actual_sentiment,predicted_sentiment
kim basinger and mickey rourke star in this controversial story of a wall street exec and an art gallery employee who hook up and begin a very experimental sexual relationship while the acting by rourke and basinger is ok the flim doesn t allow their characters to truly form allegedly there was a lot of film left on the cutting room floor that delved deeper into the characters and the effects of the relationship on them basinger s character considering suicide that would have made the characters more involved for the viewer as is it is a glossy well produced with mtv style editing piece of soft core voyeurism of,0,1,0.9918194,Negative,Positive
tromeo juliet th anniversary edition william shakespeare s play romeo juliet has been interpreted hundreds of times on stage and in films sometimes literally following the original text which is at times vague in stage directions sometimes in new interpretations where directors chose to show their own view on the piece some are good many are mediocre lloyd kaufman s film certainly stands out as one of the most original modern versions of the bard s creation it may be placed in a modern day decaying new york and full of the modern day anti social behavior body piercing dismemberment and kinky sex which for the more than casual reader shakespeare himself wasn t shying away from but at the same time it stays incredibly close to the overall feel and point of what the play is all about which is quite an effort kaufman wrote the script with his co director on the film james gunn who is now famous for writing two successful scooby doo movies doing the impossible by making a perfect remake of an already perfect film with his script for dawn of the dead and directing one of the best horror films of the year slither lloyd kaufmans innovative directorial view alongside with james gunns original and unrestricted writing make for an interpretation of shakespeare s play that maybe not everyone will get immediately but will certainly be recognized by a truly unique and highly important view on a classic play with a script that is written entirely in iambic meter appearances of motorhead s lemmy and an outrageous forceful soundtrack watching tromeo juliet is something no one will ever forget apart from it s historical significance tromeo juliet is a treasure for film lovers of all kind not only for the script by james gunn now a good influence on hollywood while working from the inside but also because it features an early part of legendary actress debbie rochon well known by everyone familiar with films that are made on lower budgets the th anniversary edition on dvd adds to all that by including so many as yet undiscovered gems that not only all the information one could wish for about the film itself and the experience of making it is presented in ways that make it impossible to turn off the dvd but also a very honest and disturbing look is given into the ways independent cinema has to surviver these days in many ways the extra s on the disc are an invaluable addition to the already impressive amount given on kaufman s film school make your own damn movie furtermore historical items from the troma vaults which include james gunn debbie rochon and all other contributors to this masterpiece are included and the film itself is apart from looking better then ever accompanied by no less than four audio commentaries each and everyone informative excruciatingly funny and all done for serious addition to the film instead of the boring and nonsensical commentaries that are so common these days there are new commentaries one with kaufman and gunn together but also the one james gunn did for the original release of the dvd but couldn t be included there for some of honesty he displays about some other people is present on this disc with fan recreations of a few of the scenes from the film a video diary of lloyd kaufman s visit to the set of james gunn s slither and a visit the two brought together to eli roth s hostel birthday party and much more this is the ultimate set everyone must own weather you are a film historian someone interested in interpretations of the great bard s work a fan of great cinema a fighter for independent cinema a fan of james gunn interested in learning more on making films on a low budget a fan of lloyd kaufman or whatever this is the most important dvd release of this millennium,1,0,0.023737896,Positive,Negative
this early anime movie was a rather good film that i caught once on the science fiction channel when anime was actually popular here in america and not the ratings disaster that adult swim claims it is on the cartoon network i quite frankly think it has less to do with it being less popular and more with the fact people would rather now buy dvds are watch the episodes uncut on the internet this film though probably did not have all that many cuts and the voice work was okay for a dubbed movie though i would rather watch the original japanese version americans tend to use some rather annoying voices for children in anything dubbed this film features a young boy who boards a train called the galaxy express in the hopes that he can make it to a planet that has the technology to turn him into a robot he wishes to become a robot to avenge his mother who was brutally murdered at the hands of a robot who hunts humans for fun during the course of his adventures he becomes friends with the various workers aboard the train as well as a woman that resembles his deceased mother a beautiful woman named matel who as with most woman in anime movies has a secret that could either be really good for our young hero or really bad he goes from planet to planet too as the train makes various stops and he runs into a space pirate named captain harlock who apparently starred in his own animated cartoon series so basically the galaxy express takes place in that universe all in all a very good ride with a rather strange and unexpected ending there would be a sequel to this one but it was not quite as good as this one however the ending was a bit more final than it was here,1,0,0.10753082,Positive,Negative
dorothy provine does the opposite here she keeps growing and growing i didn t detect any subtext though the incredible shrinking man and other movies of its ilk during the period were parables about radiation nuclear war and other horrors provine s growth is the result of an inept computer robot and who operates this computer but lou costello i like some of his movies with bud abbott but though this is a pretty bad movie he does fine without him and gale green is an excellent foil green plays the pompous town big shot he is provine s father he is intent on being elected mayor so when his beloved daughter starts having issues he dumps her he doesn t exactly dump her but gives up his battle against her longtime admirer costello this is pretty implausible costello is the local garbage collector the special effects are minimal and the subplot involving the military is lame in the extreme,0,1,0.8953509,Negative,Positive
sure if you ask any mom who s the most beautiful baby in the world she d tell you her son is the most amazing kid in the whole world she s right at least in her own world the producers of the movie were biggie s mother and his good friend puffy oh well do i need to say more i ll break it down for those who doesn t want to do a simple deduction the whole movie was fake you may just put a few biggie s mtv video together and call it a movie the beautiful angela bassett played biggie s mother the real one in life looks like a dog i just wonder why he called himself biggie small big body small dick big mouth small sound big fat small eyes disclaimer i m a person of color so keep your racist remark to yourself,0,1,0.96413755,Negative,Positive
death in venice is a movie i need to see once every ten years it is always different because i am always at a different stage of life the movie is about art beauty longing death some scenes are painfully slow others simply annoying to watch especially if you have seem them before yet i would not want to miss a single frame the music is repetitive the main theme of the adagietto from mahler s fifth is used again and again yet i would not want to miss a single note when the last image fades the last note dies i am left numb and exhausted this movie is a monument to film making as with most really good movies the saturday evening crowd should stay away from it and this is simply the best movie ever,1,0,0.41335776,Positive,Negative
well known comedians meekly admit they wish they could do real satire like bill hicks inbetween these pitiful testimonies we are treated to what an exceptionally talented comedian can achieve when he could otherwise be chasing fame and fortune he didn t get his own talk show but at least he was no one s puppet,1,0,0.26153854,Positive,Negative
it s a kinder gentler cyborg movie with a love story a it s not as bad as it sounds the action when it is there is decent and jack palance elias koteas and angelina jolie are always dependable it s the fact that this is a sequel to the terrible jean claude van damme film or is that the capper to the masters of the universe trilogy i m still confused about that either way there was really no need for this movie what was there a need for angelina jolie she may play an assassin robot that can explodes mid coitus but what a way to go and even though this is her first movie she still has the presence that made her an award winner,0,1,0.99746424,Negative,Positive
screwball comedy about romantic mismatches in new york city peter bogdanovich is obviously in love with all the women in his picture he reveres them yet audrey hepburn is naturally put a notch above the others because after all she s the princess bogdanovich probably fell in love with at the movies years prior he shoots her in loving close ups gets right in the sheets between her and a wonderfully hard boiled soft boiled ben gazzara and allows her room to sparkle throughout the love connections made in the course of the film are fast and amusing though i did tire of john ritter s tv styled klutziness colleen camp dorothy stratten and the grounded earthy sensual patti hansen are all exciting to watch but it s really hepburn s valentine and she absolutely glows from,1,0,0.4562428,Positive,Negative
time and time again i ve stated that if people don t want remakes or sequels made they should stop seeing them and instead venture into the world of independent film having said that though the last time i saw an independent film myself must have been easily six months ago so here s a review for an indie that i had my attention drawn to on youtube the cure right away you can tell that the film is going for an avant garde film approach which is telegraphed in its use of extreme close ups scopophilia and fast editing it is proud of the way it looks and it has a right to be for the most part it is a very nicely composed little piece save for one inexcusable disregard for the degree rule and a comically bad gunshot effect which is a phenomenon that seems to be the calling card for self funded projects still despite these amateurish mistakes the majority of the shots are actually a pleasure to look at we re presented with a good use of props and locations good visual acting and some very atmospheric fluid editing which is made more commendable as this is definitely something you won t see very often at all from a youtube submission the plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening but what we are seeing here is avant garde storytelling at work you can t really expect a straightforward three act structure and if you do you might not be ready for this kind of movie where the film is unfortunately let down however is the sound what you re going to hear throughout is a distorted voice over which often sounds insincere and worse still is the continuous background music which goes through minimal change and doesn t add much to anything so much attention is paid to the visuals that the audio frankly sounds neglected and this becomes really apparent when you realize you ve just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention so give it a watch but do it with the sound turned off last thought was anyone else reminded of the cover for doug naylor s red dwarf novel last human early in the film if you have the book you know what i mean,1,0,0.016015368,Positive,Negative
the movie was a pleasure to watch if you are a fan of the stooges the story is told from the point of view of moe howard and his relationships with his brothers shemp and jerome curly howard also the life long friendship with larry fine the movie deals mostly with the off camera high points and pit falls of the stooges multi decade career the casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble the actor who plays curly howard did a fine job of portraying the on camera antics of the most beloved stooge a must see for any fan of three stooges shorts,0,1,0.99614275,Negative,Positive
this movie is a piece of the time in which it was made realistic movies were not candy coated during the late s and early s the producers did not try to create some happy ending that didn t exist the lack of a happy ending would create agitation in the audience that hopefully would spur them on to action at least that s how it seemed at the time in today s movie world this movie would probably not be done there would definitely not be this ending however realistic the sad fact is that the movie depicted a situation which could not be improved upon without action from the improvement of the relationship between the white southern traditional thinking and the progressive movements of that time,1,0,0.04679345,Positive,Negative
lets start off by saying that jawani diwani is just a pathetic movie i agree with the last person who said i missed the joyride lol the jokes were just terrible performances were average something went terribly wrong with the film emraan totally deserved something better all celina jaitley did was expose hrishitta bhatt was ok emraan hashmi was ok too mann emraan hashmi is a desperate guy who wants to become famous therefore he uses radha and pretends he loves her only because her father is a music director and could help him become famous since the father obeys everything his daughter says one day mann and his friends go to goa to have some fun there he meets roma celina jaitley and totally falls for her looks and tries to flirt with her bla bla bla then that night roma cannot open the door to her room and mann decides to help her seeing that he cannot as well roma goes to ask for help while she is gone mann is able to open the door and decides to come inside and sits on her bed bla bla bla roma comes in and they have a one night stand however in that one night stand roma falls in love with him that morning they spot the underworld don mahesh who sees it all the don loves roma and couldn t stand what he saw he orders them to get married and being frightened mann obeys the order and merry s roma then their marriage news ends up in the newspaper mann is later finds out that he loves roma after they do a music video together he is now trapped between love and fame bla bla bla the movie is horrible the songs sini ne sini ne is fantastic the remix version is even better dil diwana is also great the title track is also awesome guys avoid watching this movie,0,1,0.9147255,Negative,Positive
what was the deal with the clothes they were all dressed like something out of the late s early s the cars were even were outdated the school was outdated the nuns attire was outdated and the hospital looked like something from the s with its wards and wooden staircases and things nothing in the whole movie implied it took place in my mother was laughing saying geeeee od when was this movie made when we pressed the info button on our remote we were sure had to be typo did anybody else notice this my favorite part though was when the woman tells her uppity muck husband on the telephone about the inverted cross in the mirror and he just says well look i ve got a congress meeting i ll talk to you about it later that line was just classic just like a man my mothers favorite part was when they gave the spawn of the devil child her very own rottweiler my mother said just what the spawn of the devil needs a rottweiler she also enjoyed all of the people collapsing in the churches clutching their chests her other favorite part was the guy at the school parking lot driving miles a hour driving right into the garbage truck dump truck front end loader thingee he had about seconds to just stop the car but he just kept going with a real dumb vacant look on his face i mean how fast can you go in a school parking lot whatever,0,1,0.6363895,Negative,Positive
this was one of the best movies i have seen the movie relates to real life and how drugs can play a major part although this movie appears to be produced from a low budget i found it to be exhilarating to watch some may not like the story and say the script is lacking direction however when a person gets as deep into drugs as these characters there is no direction is life i feel this movie is an accurate representation of what might happen to a person if they are faced with extreme temptations most of the cast are newcomers to the industry however they all pulled it off very well everyone seemed to do their job well and get into character appropriately i think this movie might be a good tool to use when dealing with a person or loved one that is involved in drugs and appears to be spiraling out of control this movie might just scare them enough to change their ways,1,0,0.038276803,Positive,Negative
this movie was difficult for me to watch stan looked very old and ill compared to what i remembered and ollie was heavier than i ever recall in another film most difficult though were gaps in the script production where i found myself wondering how did they get from here to there it took nearly half the film before i could deal with the dubbing of non american actors that was also a distraction although i miss great actors such as laurel and hardy will there ever be great actors like those of the old studio era this film helps me understand why actors sometimes bow out in their prime,0,1,0.74771035,Negative,Positive
the broken is part of the after dark horrorfest iii not a slasher or filled with gore plenty of broken glass and mirrors in this edgy thriller from france and writer director sean ellis a successful radiologist gina mcvay lena headly inters a strange world as her life seems to spiral out of control while attending her father s richard jenkins birthday party the guests are stunned when a mirror crashes to the floor for no obvious reason things get really strange when she witnesses a woman that is the spitting image of herself driving down a london street in a car identical to her own gina sneaks to her doppelganger s apartment and finds a photo of herself with her father she drives away and is involved in a head on collision then mysteriously her boyfriend is not the same to be exact family and friends are not easy for her to trust is gina beside herself is she in a parallel world her nightmares become more horrific is she broken kudos if you can figure this one out it won t be easy editing couldn t be any tighter lighting is questionable other players melvil poupard william armstrong michelle duncan and ulrich thomsen,0,1,0.79502916,Negative,Positive
george lopez is a funny man even without the sitcom the first episodes i saw of this too often made jokes at the expense of his mom as i have watched this more there has been more more variety no one on the cast is really safe from his wit now it seems to me as this season has progressed that george is getting more comfortable with the family sitcom dad role at first he wasn t but he is getting more more into a groove this makes both him the shows progressively funnier they had added a couple of characters for george to play off this year too his wife s dad is getting more more involved in the plot his mom is still there but not as central as past seasons i think it is prudent to say with george s sense of comic timing abc s lack of good sitcoms george lopez has a good chance of being here on abc long after george w bush,1,0,0.4903841,Positive,Negative
let me begin by saying that i adore the book and loved the a e miniseries i was hoping to love this film and i was absolutely willing to allow it a moderate degree of artistic license in interpreting and abbreviating the actual story however this film scarcely resembles the original book if only the names had been changed to protect the innocent i would have possibly enjoyed the movie as simply an entertaining if inaccurate period piece unfortunately putting the name mr darcy on a character who is emotional and weak giving the name elizabeth bennett to a reckless snippy often teary eyed hoyden who cares nothing for the rules of society and making mr bingley a wide eyed dimwit absolutely destroyed the idea that the director had ever read jane austen s original story there are some really stellar moments in this movie perhaps a total of minutes are truly excellent charlotte s explanation of why she accepted mr collins proposal begins beautifully she is years old quite near the hopeless spinster age in those times she is becoming a burden on her family and she is not romantic she only wants a comfortable home however the beautiful dialogue is ruined when she blubbers don t you judge me elizabeth don t you dare judge me and runs off in tears later you see charlotte kowtow to lady catherine de bourgh which was not at all in her character as described in the book another good moment is when darcy catches elizabeth in his home while she is touring the area with her aunt and uncle it was well done in the a e series but the film version with keira knightley made the audience feel acutely how very humiliating that moment must have been for elizabeth very nice the ending also illustrated a level of affection between elizabeth and darcy that was not shown as obviously in the miniseries i actually appreciated that scene simply because i like to see a happy ending rather than just know that it took place altogether though this movie eliminated the subtlety that was such an integral part of austen s pride and prejudice the characters speak in a jarring combination of austen s dialogue verbatim and modern phrases and colloquialisms information that was only alluded to or suggested in the original work is blatantly stated in this version yes time was a concern it s only a short movie yada yada but turning a complex beautiful book into a superficial love story is ridiculous some have commented that they loved the moment when darcy first sees elizabeth because it is so obviously a case of love at first sight love at first sight huh one of the best aspects of the book is that elizabeth is not supposed to be a traditional beauty and darcy comes to love her for her wit and liveliness he literally loves her for her mind this version also had a moment during darcy s first proposal when the two are yelling furiously at each other while leaning closer and closer and almost kissing but they suddenly step apart ugh what a sad clich they re angry and disgusted with each other but so attracted that it doesn t matter that at the time they don t even like each other ridiculous the characterizations were all so far removed from those described in the book that it really was like a different story mr bennet was dour elizabeth usually acted just as silly as her younger sisters charlotte was emotional somewhat unintelligent and desperate for a home of her own unlike the intelligent slightly scheming woman with an abundance of common sense who is portrayed in the novel jane and elizabeth s relationship is merely topical instead of the deep rooted love and admiration they are supposed to have for each other all this i could have accepted as merely poor interpretations of the novel but i refused to accept all that in addition to the many many historical inaccuracies miss bingley walked around scarcely clothed her dress looked like what the others would wear as tight undergarments elizabeth walked to netherfield with her hair down and allowed to fly all over the family lazed about one morning though mornings were supposed to be reserved for calling on acquaintances or being called on at your own home elizabeth walked outside barefoot in her nightgown and in a really appalling scene bingley walked into jane s bedroom and conversed with her and sounded like an idiot when she was ill most people would feel these are minor points but i simply wanted either a an historically accurate film or b an accurate representation of the characters in the novel the director writer whoever sacrificed accuracy subtlety and a good story for a trite tale of love at first sight i can concede that those who have not read the book or who are not familiar with the social conventions of the time could very easily like this movie and there is nothing wrong with that i simply couldn t overcome my desire to see a film that involved more than just two pretty faces,0,1,0.88970065,Negative,Positive
the fine cast cannot uplift this routine tale of a secretary murdered by her married paramour in fact there are more questions than answers in this one sided tale of romance and murder and since we are only provided with the prosecution s side none of these questions will be answered this is the type of fare that appeals to the he woman man hater clubs of america as presented it is the tale of an innocent woman who just happens to be caught up in a romance with a married high profile attorney is it possible that if she had not been two timing her boy friend and having an affair with a married man the whole nasty murderous sordid incident could have been avoided when you watch this don t worry about going to the fridge you won t miss anything,0,1,0.99613106,Negative,Positive
with a cheap pound shop having just opened i thought that it was worth looking to see if their were any cheap dvds that looked good and while the back of the cover made this sound like a jeepers creepers type of film it is actually an anthology film and thought one or two of the stories feel very familiar its still a fun light horror comedy the plots story one the classic a young couple feel the it is time that they should try to in prove their financial life by picking up a car but when the guy goes to pick a car a car starts to talk to him the car called banns says that to get everything that he has ever wanted in life that he must buy baans for so while the guys relationship crumbles baans does everything he can to show who really is in charge story two kitchen culture a guy that might get thrown out by his land lord due to how messy his flat is discovers that due to keeping a tuna pasta in his fridge for six months the it has now moulded and evolved into a green mouldy version of himself and while they start off as friends they end up having a big falling out the leads to a final battle to see if the real guy or his fridge clone will survive story three too good to be true a girl signs up with a dating agency and she gets matched with a guy the is perfect for her but she is unsure that the guy is too perfect and when she thinks that she sees him shut down she starts to get spooked view on the film the first thing that i have to mention is the rating for the film in england where it has been given an eighteen rating even thought it has no nudity swearing or blood at all and the other odd thing about all the stories is that they all have happy endings where the goodies win and while the first story is too close to the stephen king classic christine the second story is easily the highlight of the film with director tom parkinson making the nuttiness of the story feel like a low budget muppets episode final view on the film while it does have a bit of a remake feel their is enough wackiness to make this a good horror comedy,0,1,0.78503674,Negative,Positive
the war in the east as the germans referred to the ww soviet nazi conflict was a war of annihilation on the part of the germany of the german army were in the soviet union fighting their ultimate aim was to wipe out the so called sub human untermensch russian population and colonize the mainly empty country with german settlers after they had won read hitler s willing executioners here we have the german army presented as innocent victims and not as nazi mass murderers when are modern german film makers going to be honest and face up to the past better see the russian film come and see instead,0,1,0.7175056,Negative,Positive
this movie has not aged well maybe it s just the impact and artful characterization acting and directing that we ve seen with the sopranos but i just viewed prizzi s honor for the first time on dvd alone the experience of watching it with an audience years ago must have been quite different but i have to say i was just appalled at the ending not just the violence of it but the mere idea that somehow this would be a satisfying ending i enjoy a good shocker but this seemed so out of character also when was this move supposed to be set the cars all seemed like they were from the s and yet the world trade center towers completed in were clearly visible in many cityscape scenes another way in which the film has aged poorly is the mere idea that a passenger could travel coast to coast with a knife on his person somehow mid s audiences found this film charming and funny mid eighties meet the late oughts only of you can live,0,1,0.844237,Negative,Positive
