review,actual,predicted,probability,actual_sentiment,predicted_sentiment
most people who chase after movies featuring audrey tautou seem to not understand that amelie was a character it is not really audrey tautou s real life personality hence every movie she partakes in is not going to be amelie part part etc now with that said i too picked up this movie simply because audrey was in it yes it s true there is a big gap after the first scene where she isn t seen at all for maybe min but i didn t even miss her because i was having so much fun with the other characters the guy who lies about everything is too funny the guy who justifies people who run out of his cafe and skip out on the bill by finding coupons and such which balance out the loss actually getting into all the characters here could take quite a while but this is one of the best movies i ve seen in a while audrey tautou s character irene is not the overdone sugary girl that amelie was in fact as irene her rudeness to a bum asking for change caught me off guard at first in this film irene is a girl with good intentions but over the course of a very awful day her disposition becomes more and more sour and pessimistic what makes this film completely great is you have all these really interesting stories and plots building very entertaining to watch great scenery and shots very colorful and never too slow and all of the characters can actually act the best part of the movie comes with about minutes left this is when all of the plots start to mesh together and the ride really picks up and everything ties together and makes sense and the whole butterfly effect blossoms i swear it was the best minutes of film i ve seen in quite a while and the ending it made me think damn i really lucked out finding this movie the ending to this movie is top notch whoever wrote the script for this is brilliant because not only are there all these other subplots going on but to somehow make them all tie in together and in a sensible manner which is the case here but also to make each character feel human and come alive not just some stale persona used as a crutch to build up this whole butterfly effect very impressive i highly suggest this movie as it s a great film to watch anytime in any mood with any company or alone,1,0,0.35594332,Positive,Negative
since the characters begin with unknown identities they not identified by name so you start with handsome james caviezel waking up in a warehouse he finds out the place is locked up tight don t ask the windows are made with security glass and it s impossible to get out four other awakening men make it a quintet mr caviezel in his jean jacket barry pepper in a ranger shirt greg kinnear with a broken nose joe pantoliano as a chair bound man and jeremy sisto shot and handcuffed man oh man these five men have collective amnesia they think that three of them are kidnappers and two are victims but they don t know who is which or which is who the forgetfulness is due to a pipe leak don t ask it happens meanwhile on the outside lead lawman david selby as parker sends his cops to solve the kidnapping while one of the men s wives bridget moynahan as eliza coles frantically waits but criminal element s gang leader peter stormare in snakeskin boots is also on his way to the scene like the dvd synopsis says as secrets are revealed and clues unraveled the five men must race against time to figure out who is good and who is evil in order to stay alive this story reads a lot better than it looks on film unfortunately when the secrets are finally revealed and memories become clear there is no longer much interest in what has happened simply director simon brand has a great premise with matthew waynee s idea but they encumber light investment in the characters holding the short end of the stick unknown simon brand james caviezel barry pepper greg kinnear david selby,0,1,0.6787201,Negative,Positive
this is a snuff movie i m shocked it is even considered to be in the imdb library and bill julia and all other professional actors involved should be ashamed to be part of this sick flick i thought i was going to view a somewhat classic horror film with a creative end that writers like to invent that usually make no sense when writing a horror film but as a viewer we try to rationalize and understand this ending was not creative it was sick and has all the earmarks of a snuff movie i am shocked it was edited to this ending and more shocked that it will be out for distribution by the end of june it should not be shown in a theater it is harmful to innocent minds on many levels watch the movie the ending and you will understand this statement plus included in the plot is a sweet little girl not yet her character says she is not in the snuff ending but she is an integral part of the movie why do directors feel they need to shock with a sick flick in order to get recognition the director is in the wrong line of work if she thinks this is an art film,0,1,0.836287,Negative,Positive
rented the movie as a joke my friends and i had so much fun laughing at it that i went and found a used copy and bought it for myself now when all my friends are looking for a funny movie i give them sasquatch hunters it needs to be said though there is a rule that was made that made the movie that much better no talking is allowed while the movie is on unless the words are sasquatch repeated in a chant i loved the credit at the end of the movie as well thanks for the jeep tom whoever tom is i say thank you because without your jeep the movie may not have been made in short a great movie if you are looking for something to laugh at if you want a good movie maybe look for something else but if you don t mind a laugh at the expense of a man in a monkey suit grab yourself a copy,1,0,0.08409389,Positive,Negative
sure if you ask any mom who s the most beautiful baby in the world she d tell you her son is the most amazing kid in the whole world she s right at least in her own world the producers of the movie were biggie s mother and his good friend puffy oh well do i need to say more i ll break it down for those who doesn t want to do a simple deduction the whole movie was fake you may just put a few biggie s mtv video together and call it a movie the beautiful angela bassett played biggie s mother the real one in life looks like a dog i just wonder why he called himself biggie small big body small dick big mouth small sound big fat small eyes disclaimer i m a person of color so keep your racist remark to yourself,0,1,0.8470151,Negative,Positive
humour is a very individual thing and the audience at the sneak preview of the wog boy seemed to enjoy it more than i did i found it an anachronistic affair more representative of the old fashioned racial humour of the australian cinema of the s and s the boy meets girl plot never takes off because of a lack of chemistry between lucy bell and nick giannopoulos while i found laughs thin on the ground if you want to spend your money on this wait until it s on video,0,1,0.91052926,Negative,Positive
well known comedians meekly admit they wish they could do real satire like bill hicks inbetween these pitiful testimonies we are treated to what an exceptionally talented comedian can achieve when he could otherwise be chasing fame and fortune he didn t get his own talk show but at least he was no one s puppet,1,0,0.03625654,Positive,Negative
it s a kinder gentler cyborg movie with a love story a it s not as bad as it sounds the action when it is there is decent and jack palance elias koteas and angelina jolie are always dependable it s the fact that this is a sequel to the terrible jean claude van damme film or is that the capper to the masters of the universe trilogy i m still confused about that either way there was really no need for this movie what was there a need for angelina jolie she may play an assassin robot that can explodes mid coitus but what a way to go and even though this is her first movie she still has the presence that made her an award winner,0,1,0.93634725,Negative,Positive
time and time again i ve stated that if people don t want remakes or sequels made they should stop seeing them and instead venture into the world of independent film having said that though the last time i saw an independent film myself must have been easily six months ago so here s a review for an indie that i had my attention drawn to on youtube the cure right away you can tell that the film is going for an avant garde film approach which is telegraphed in its use of extreme close ups scopophilia and fast editing it is proud of the way it looks and it has a right to be for the most part it is a very nicely composed little piece save for one inexcusable disregard for the degree rule and a comically bad gunshot effect which is a phenomenon that seems to be the calling card for self funded projects still despite these amateurish mistakes the majority of the shots are actually a pleasure to look at we re presented with a good use of props and locations good visual acting and some very atmospheric fluid editing which is made more commendable as this is definitely something you won t see very often at all from a youtube submission the plot is fragmented and although the basic premise is fairly simple some may find it hard to follow exactly what is happening but what we are seeing here is avant garde storytelling at work you can t really expect a straightforward three act structure and if you do you might not be ready for this kind of movie where the film is unfortunately let down however is the sound what you re going to hear throughout is a distorted voice over which often sounds insincere and worse still is the continuous background music which goes through minimal change and doesn t add much to anything so much attention is paid to the visuals that the audio frankly sounds neglected and this becomes really apparent when you realize you ve just missed about four sentences of the narration and have to backtrack to pick up what slipped past your attention so give it a watch but do it with the sound turned off last thought was anyone else reminded of the cover for doug naylor s red dwarf novel last human early in the film if you have the book you know what i mean,1,0,0.49790064,Positive,Negative
the movie was a pleasure to watch if you are a fan of the stooges the story is told from the point of view of moe howard and his relationships with his brothers shemp and jerome curly howard also the life long friendship with larry fine the movie deals mostly with the off camera high points and pit falls of the stooges multi decade career the casting director and makeup artist did a fair job of finding actors who resembled the famous ensemble the actor who plays curly howard did a fine job of portraying the on camera antics of the most beloved stooge a must see for any fan of three stooges shorts,0,1,0.99720323,Negative,Positive
this movie is a piece of the time in which it was made realistic movies were not candy coated during the late s and early s the producers did not try to create some happy ending that didn t exist the lack of a happy ending would create agitation in the audience that hopefully would spur them on to action at least that s how it seemed at the time in today s movie world this movie would probably not be done there would definitely not be this ending however realistic the sad fact is that the movie depicted a situation which could not be improved upon without action from the improvement of the relationship between the white southern traditional thinking and the progressive movements of that time,1,0,0.45002955,Positive,Negative
no not the administration of gwb the decider strutter smirker but the mini series monarch cove lifetime must have realized what a dog this was because the series was burned off two episodes at a time most of them broadcast between p m friday nights and a m saturday mornings as to why i watched the whole thing i can only plead to weekly sudden convulsive attacks of masochism most of the cast are unknowns who are likely to remain unknown the only two recognizable names are shirley jones and rachel ward who turn in the only decent performances jones doesn t make it through the entire series lucky woman ward by the way is aging quite well since her thorn birds days the one main thread to the plot who murdered the father of the heroine who is wrongly convicted of dad s murder but is freed after six years in the slammer is stretched out for so long and concluded so hastily that you won t especially care who dun it there is a great deal of steamy sex several murders and all sorts of rude behavior virtually none of which is either interesting or credible most of the cast is not particularly attractive and definitely not talented the writing and direction is on a par with the cast if you stick around to the end the post card is a very minor hoot consider yourself warned,0,1,0.5993637,Negative,Positive
for the first forty minutes or so luna is a real pleasure to watch the characters and their situation are interesting and the photography and locations are beautiful to look at then jill clayburgh discovers her son matthew barry is using heroin and the movie starts to unravel and then becomes outright laughable in its sickness clayburgh asks him why and when he started using the drug and she nor the audience ever get a straight answer which would be a bit helpful he mentions not caring about anything but that s not right because we see clearly in the amazing early scenes that he has a good deal of interest in his mother s singing baseball sex and apparently cared enough to turn down marijuana this movie is for people who think junior gets into hard drugs because mom and dad were workaholics who missed his piano recital i think such a dangerous and emotionally volatile drug like heroin was chosen as some sort of intellectual catalyst for the later scenes of incest there s a lot of discussion about the mother s love for the son but it s really about bernardo bertolucci being pretentious luna would have been great as a quaint little family drama how old was matthew barry in this movie i was more concerned over the bizarre things he had to do as an actor for this film than for anything his character was going through out of,0,1,0.956825,Negative,Positive
the broken is part of the after dark horrorfest iii not a slasher or filled with gore plenty of broken glass and mirrors in this edgy thriller from france and writer director sean ellis a successful radiologist gina mcvay lena headly inters a strange world as her life seems to spiral out of control while attending her father s richard jenkins birthday party the guests are stunned when a mirror crashes to the floor for no obvious reason things get really strange when she witnesses a woman that is the spitting image of herself driving down a london street in a car identical to her own gina sneaks to her doppelganger s apartment and finds a photo of herself with her father she drives away and is involved in a head on collision then mysteriously her boyfriend is not the same to be exact family and friends are not easy for her to trust is gina beside herself is she in a parallel world her nightmares become more horrific is she broken kudos if you can figure this one out it won t be easy editing couldn t be any tighter lighting is questionable other players melvil poupard william armstrong michelle duncan and ulrich thomsen,0,1,0.9944005,Negative,Positive
i could not agree less with the rating that was given to this movie and i believe this is a sample of how short minded most of spectators are all over the world really are you forgetting that cinema used to be a kind of art before some tycoons tried to make it only entertainment this movie is not entertainment at least not that easy entertainment you get on movies like titanic or gladiator it has style it is different it is shocking that s why most of you have hated it so much because it does not try to be pleasing to you it s just a story a very weird one i admit but after all only a weird story it is not a great story not even a great cinema work but i believe it is worth a stars rating only for the courage of both author and director to shot a story that is not made to please the audience thus selling billions of copies and making the big studios even richer this movie is for me european artistic like movie made in the us and everyone involved in the making of it deserves respect be it for the courage or be it for the unique sense of humor,1,0,0.44221175,Positive,Negative
one would expect a movie with a famous comedian in the lead role to be a funny movie this is not the case here i laughed out loud once throughout the whole movie and that wasn t even during the final comedy scene which one would also expect to be the funniest this is one you can watch when it comes to tv don t spend any other money renting it,0,1,0.69402486,Negative,Positive
the fine cast cannot uplift this routine tale of a secretary murdered by her married paramour in fact there are more questions than answers in this one sided tale of romance and murder and since we are only provided with the prosecution s side none of these questions will be answered this is the type of fare that appeals to the he woman man hater clubs of america as presented it is the tale of an innocent woman who just happens to be caught up in a romance with a married high profile attorney is it possible that if she had not been two timing her boy friend and having an affair with a married man the whole nasty murderous sordid incident could have been avoided when you watch this don t worry about going to the fridge you won t miss anything,0,1,0.77571946,Negative,Positive
with a cheap pound shop having just opened i thought that it was worth looking to see if their were any cheap dvds that looked good and while the back of the cover made this sound like a jeepers creepers type of film it is actually an anthology film and thought one or two of the stories feel very familiar its still a fun light horror comedy the plots story one the classic a young couple feel the it is time that they should try to in prove their financial life by picking up a car but when the guy goes to pick a car a car starts to talk to him the car called banns says that to get everything that he has ever wanted in life that he must buy baans for so while the guys relationship crumbles baans does everything he can to show who really is in charge story two kitchen culture a guy that might get thrown out by his land lord due to how messy his flat is discovers that due to keeping a tuna pasta in his fridge for six months the it has now moulded and evolved into a green mouldy version of himself and while they start off as friends they end up having a big falling out the leads to a final battle to see if the real guy or his fridge clone will survive story three too good to be true a girl signs up with a dating agency and she gets matched with a guy the is perfect for her but she is unsure that the guy is too perfect and when she thinks that she sees him shut down she starts to get spooked view on the film the first thing that i have to mention is the rating for the film in england where it has been given an eighteen rating even thought it has no nudity swearing or blood at all and the other odd thing about all the stories is that they all have happy endings where the goodies win and while the first story is too close to the stephen king classic christine the second story is easily the highlight of the film with director tom parkinson making the nuttiness of the story feel like a low budget muppets episode final view on the film while it does have a bit of a remake feel their is enough wackiness to make this a good horror comedy,0,1,0.9845182,Negative,Positive
madhur bhandarkar directs this film that is supposed to expose the lifestyle of the rich and famous while also providing a commentary on the integrity of journalism today celebrities party endlessly they like to be seen at these parties and to get due exposure in the media in fact the film would have us believe that this exposure makes celebrities out of socialites and the newspapers have a huge hand in this imo there is much more synergy between the celebrities and media and it is a i need you you need me kind of relationship however the media needs celebrities more and not vice versa anyhow in this milieu of constant partying is thrown the social column page of the newspaper reporter konkana sen sharma she is shown as this celebrity maker very popular at the social gatherings she has a good friend in the gay abhijeet and in the struggling model rohit bikram saluja she rooms with an air hostess the sassy pearl sandhya mridul and a struggling actress gayatri tara sharma the editor of the newspaper is boman irani and a firebrand crime beat reporter is played by atul kulkarni the movie has almost too many plot diversions and characters but does work at a certain level the rich are shown to be rotten to the core for the most part the movie biz shown to be sleazy to the max with casting couch scenarios exploitation of power hunger for media exposure into all this is layered in homosexuality a homosexual encounter that seems to not have much to do with the story or plot rampant drug use pedophilia police encounter deaths in light of all this pearl s desire to have a super rich husband a socialite daughter indulging in a sexual encounter in a car the bitching women all seem benign ills the film has absolutely excellent acting by konkana sen sharma atul kulkarni has almost no role a pity in my opinion but the supporting cast is more than competent boman irani is very good this is what saves the film for me mr bhandarkar bites off way more than he can chew or process onto celluloid and turns the film into a free for all bash i wish he had focused on one or two aspects of societal ills and explored them more effectively he berates societal exploitation yet himself exploits all the masala ingredients needed for a film to be successful we have an item number in the framework of a bollywood theme party the drugged out kids dance a perfectly choreographed dance to a western beat i hope the next one from madhur bhandarkar dares to ditch even more of the hindi film stereotyped ingredients the film is a brave albeit flawed effort certainly worth a watch,1,0,0.45630237,Positive,Negative
when we are young we all pick out an ideal occupation for ourselves artist actor writer rocket scientist etc while most of us grow out of our pipe dreams the main character of american movie mark has yet to let go of his and at a thirty something age too to become a wealthy acclaimed director despite the fact that murphy s law won t leave mark alone and something always seems to go wrong mark is able to persevere during each deterring incident with an even greater drive to reach his goals his desire to be a director so controls his character that he sees any person or thing in his life as something to exploit to reach the goal while i noticed other imdb commenters are lambasting mark s selfishness i think it s an almost justified sort of selfishness because for mark not becoming a famous director is equivalent to death he talks incessantly about leaving some kind of mark on the world and he sees filmmaking as a way to do this unfortunately any viewer of this movie picks up early on the fact that mark has a near zero chance of ever achieving his dream is he aware of this no not in the slightest and none of his family or friends want to let him in on the secret in fact even some of them believe in him strangely enough though the disappointing future the viewer feels is sure to occur for mark doesn t impede the ability to find humor in the film this is a very very funny documentary most of the laughs come from when mark is filming scenes for coven there s a scene where an actor has to have his head break a cupboard and it s just not working another scene has mark s very old uncle bill saying a few lines to the camera needless to say after takes of a lot of headscratching and line stumbling bill finally decides he s had enough a lot of humor sadly comes from mark himself his screenwriting which he seems to think is worthy of a pulitzer is laughingly bad it s alright it s ok there is something to live for jesus told me so american movie is contrary to what people might think a documentary that anyone can enjoy even though my sister who watched some scenes seemed to think it was downright bizarre the fact that chris smith can successfully bring to the screen a film that inspires both sadness from mark s depressing lifestyle to hilarity with scenes with bill who unfortunately passed away before the film was released says quite a lot about him i wonder how the dreamer mark regards this documentary does he realize that it casts him in a bad light or that it sets up to show him as a fool in many scenes of the film or does he see it as something that will be shown prior to his own a e biography segment it s an intriguing subject of wonder and i hope the latter comes true for him some day i highly recommend this movie,1,0,0.47326097,Positive,Negative
